company_key,company_name,segment_primary,segment_tags,source_lists,local_source_rank,yc_source_rank,city,state_or_region,metro_area,company_category,employee_band,hq_status,company_website,careers_page,company_linkedin,source_systems,check_daily,priority_tier,board_type,board_url,board_token,board_api_url,board_confirmation_status,board_last_verified_at,resolved_from_url,listing_source_type,listing_source_url,listing_source_job_count,listing_source_last_verified_at,listing_authority,listing_source_notes,job_source_type,job_source_url,job_source_job_count,job_source_last_verified_at,job_source_notes,jd_capture_status,jd_format,jd_extraction_method,jd_extraction_locator,jd_last_verified_at,jd_notes,notes
bloom-institute-of-technology,Bloom Institute of Technology,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.bloomtech.com,https://www.bloomtech.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:17:43Z,https://www.bloomtech.com/careers,company_careers_page,https://www.bloomtech.com/careers,0,2026-06-11T04:17:43Z,company_primary,"Company careers page does not expose a current public role list or role-level JD surface, and YC currently shows no live openings.",company_careers_page,https://www.bloomtech.com/careers,0,2026-06-11T04:17:43Z,"Company careers page does not expose a current public role list or role-level JD surface, and YC currently shows no live openings.",unconfirmed,unknown,no_public_open_roles_detected,https://www.bloomtech.com/careers,2026-06-11T04:17:43Z,BloomTech currently exposes a general apply surface rather than a deterministic current jobs list.,
blue-onion,Blue Onion,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.blueonion.ai/,https://www.blueonion.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:17:43Z,https://www.blueonion.ai/careers,yc_jobs_page,https://www.ycombinator.com/companies/blue-onion/jobs,2,2026-06-11T04:17:43Z,yc_primary,"First-party careers page does not expose a deterministic static role list, while YC provides the current public openings.",yc_jobs_page,https://www.ycombinator.com/companies/blue-onion/jobs,2,2026-06-11T04:17:43Z,"First-party careers page does not expose a deterministic static role list, while YC provides the current public openings.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/blue-onion/jobs/<job_slug>,2026-06-11T04:17:43Z,YC detail pages provide the role-level JD for the current opening set.,
bluejay,Bluejay,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://getbluejay.ai/,https://getbluejay.ai/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://getbluejay.ai/,yc_jobs_page,https://www.ycombinator.com/companies/bluejay/jobs,8,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/bluejay/jobs,8,2026-06-09T02:20:00Z,The company site does not expose deterministic public role pages with JD content. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/bluejay/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
boldvoice,BoldVoice,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://boldvoice.com,https://boldvoice.com/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-09T02:20:00Z,https://boldvoice.com/,yc_jobs_page,https://www.ycombinator.com/companies/boldvoice/jobs,10,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/boldvoice/jobs,10,2026-06-09T02:20:00Z,"The company careers surface is a Notion JS shell in static HTML, so it is not a reliable deterministic JD source without browser rendering. YC provides the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/boldvoice/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
boundary,Boundary,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://www.boundaryml.com,https://boundaryml.com/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-09T02:20:00Z,https://boundaryml.com/,yc_jobs_page,https://www.ycombinator.com/companies/boundary/jobs,2,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/boundary/jobs,2,2026-06-09T02:20:00Z,The company site does not expose a deterministic first-party JD surface in static HTML. YC provides the live role and JD detail page.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/boundary/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail page exposes the role content publicly.,
brainbase-labs,Brainbase Labs,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://brainbaselabs.com,https://brainbaselabs.com/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://brainbaselabs.com/open-positions/,yc_jobs_page,https://www.ycombinator.com/companies/brainbase-labs/jobs,4,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/brainbase-labs/jobs,4,2026-06-09T02:20:00Z,The company site does not expose a usable public jobs surface with JD content. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/brainbase-labs/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
broccoli-ai,Broccoli AI,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.broccoli.com/,https://www.broccoli.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.broccoli.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/broccoli-ai/jobs,16,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/broccoli-ai/jobs,16,2026-06-09T02:20:00Z,The company careers page is a marketing surface and does not expose deterministic role detail pages in static HTML. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/broccoli-ai/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
browser-use,Browser Use,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://browser-use.com,https://browser-use.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://browser-use.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/browser-use/jobs,6,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/browser-use/jobs,6,2026-06-09T02:20:00Z,The company careers page does not expose deterministic public role detail pages in static HTML. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/browser-use/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
bucket-robotics,Bucket Robotics,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://bucket.bot,https://www.bucket.bot/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.bucket.bot/open-positions/,yc_jobs_page,https://www.ycombinator.com/companies/bucket-robotics/jobs,6,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/bucket-robotics/jobs,6,2026-06-09T02:20:00Z,The company site does not expose a usable public jobs surface with JD content. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/bucket-robotics/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
buildbuddy,BuildBuddy,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://buildbuddy.io,https://www.buildbuddy.io/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:32:14Z,https://www.buildbuddy.io/careers,company_careers_page,https://www.buildbuddy.io/careers,5,2026-06-11T04:32:14Z,company_primary,First-party careers page is the authoritative live listing source and currently exposes five role detail pages.,company_careers_page,https://www.buildbuddy.io/careers,5,2026-06-11T04:32:14Z,The first-party careers page lists the live roles and links to same-domain role pages with full JD content.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,https://www.buildbuddy.io/jobs/<job_slug>,2026-06-11T04:32:14Z,"BuildBuddy role detail pages expose full JD content on the company domain, and the company careers page currently lists one more role than YC.",
buildzoom,BuildZoom,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.buildzoom.com,https://www.buildzoom.com/careers,,yc_public_directory;yc_manual_source_audit,true,,lever,https://jobs.lever.co/buildzoom,buildzoom,https://api.lever.co/v0/postings/buildzoom?mode=json,endpoint_error,2026-06-11T04:17:43Z,https://www.buildzoom.com/careers,company_careers_page,https://www.buildzoom.com/careers,0,2026-06-11T04:17:43Z,company_primary,"Company careers page points to a Lever board that currently returns 404, and YC currently shows no live openings.",company_careers_page,https://www.buildzoom.com/careers,0,2026-06-11T04:17:43Z,"Company careers page points to a Lever board that currently returns 404, and YC currently shows no live openings.",unconfirmed,unknown,no_current_open_roles,https://jobs.lever.co/buildzoom,2026-06-11T04:17:43Z,BuildZoom careers currently do not expose a live deterministic opening set.,
burnt,burnt,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://getburnt.ai/,https://www.getburnt.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.getburnt.ai/careers,company_careers_page,https://www.getburnt.ai/careers,1,2026-06-09T02:20:00Z,yc_fallback,"Company careers page exposes an active Gem apply link. Treat YC as a deterministic JD fallback, not the sole freshness authority.",yc_jobs_page,https://www.ycombinator.com/companies/burnt/jobs,2,2026-06-09T02:20:00Z,The company careers page links to Gem apply pages but the static HTML does not expose the JD. YC is the cleaner deterministic JD source.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/burnt/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail page exposes the role content publicly.,
camber-2,Camber,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://www.camber.health/,https://www.camber.health/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,ashby,https://jobs.ashbyhq.com/camber,camber,https://api.ashbyhq.com/posting-api/job-board/camber?includeCompensation=true,live_jobs,2026-06-11T04:32:14Z,https://www.camber.health/careers,api_native,https://api.ashbyhq.com/posting-api/job-board/camber?includeCompensation=true,16,2026-06-11T04:32:14Z,api_primary,Public Ashby API is the authoritative live listing source for Camber.,api_native,https://api.ashbyhq.com/posting-api/job-board/camber?includeCompensation=true,16,2026-06-11T04:32:14Z,Public Ashby API currently returns the live Camber role set and the company careers page links directly to that board.,full_jd_inferred_api,html_or_text,api_field,jobs[].descriptionHtml|jobs[].descriptionPlain,2026-06-11T04:32:14Z,"Ashby currently returns 16 live Camber roles, which is a better current source than the smaller YC role set.",
candor-security,Candor,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://candor.security/,https://candor.security/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:32:14Z,https://candor.security/careers,company_careers_page,https://candor.security/careers,2,2026-06-11T04:32:14Z,company_primary,"First-party careers page currently lists two openings, and that role set conflicts with YC showing only one role.",company_careers_page,https://candor.security/careers,2,2026-06-11T04:32:14Z,Do not use YC as authoritative here because the first-party role list conflicts with YC and the company page only exposes short summaries plus a broken duplicate apply link.,unconfirmed,unknown,summary_only_same_page_conflicting_yc,https://candor.security/careers,2026-06-11T04:32:14Z,"Candor currently lists Senior Full-Stack Engineer and AI/ML Engineer on the company page, while YC only exposes one role and the company page summaries are too thin for full deterministic JD extraction.",
canix,Canix,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.canix.com/,https://app.trinethire.com/companies/170847-canix/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://app.trinethire.com/companies/170847-canix/jobs,company_careers_page,https://app.trinethire.com/companies/170847-canix/jobs,0,2026-06-09T02:20:00Z,yc_fallback,The company hiring board currently shows no openings while YC still lists a role. Do not treat YC as the sole freshness authority.,yc_jobs_page,https://www.ycombinator.com/companies/canix/jobs,2,2026-06-09T02:20:00Z,The first-party hiring board currently shows no openings while YC still exposes the live role and JD detail page. Use YC as the active source.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/canix/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail page exposes the role content publicly.,
capix,Capix,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,http://capix.ai/,http://capix.ai/,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,notion,https://www.notion.so/capixai/Legal-11bf28fa1ebf4ebdbc8b7978bd9cec1e?pvs=4,,,detected_structured_board,2026-06-11T04:32:14Z,https://www.ycombinator.com/companies/capix/jobs,yc_jobs_page,https://www.ycombinator.com/companies/capix/jobs,2,2026-06-11T04:32:14Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/capix/jobs,2,2026-06-11T04:32:14Z,"Company site does not expose a public careers surface, while YC currently shows the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/capix/jobs/<job_slug>,2026-06-11T04:32:14Z,YC detail pages expose the live Capix role content.,
captivateiq,CaptivateIQ,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://www.captivateiq.com,https://www.captivateiq.com/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,lever,https://jobs.lever.co/captivateiq,captivateiq,https://api.lever.co/v0/postings/captivateiq?mode=json,live_jobs,2026-06-11T04:32:14Z,https://www.captivateiq.com/careers,api_native,https://api.lever.co/v0/postings/captivateiq?mode=json,28,2026-06-11T04:32:14Z,api_primary,Public Lever API is the authoritative live listing source for CaptivateIQ.,api_native,https://api.lever.co/v0/postings/captivateiq?mode=json,28,2026-06-11T04:32:14Z,Public Lever API currently returns the live CaptivateIQ role set from the company careers page.,full_jd_inferred_api,html_or_text,api_field,[].description|[].descriptionPlain,2026-06-11T04:32:14Z,"Lever currently returns 28 live CaptivateIQ roles, while YC shows no current openings.",
cardboard,Cardboard,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://usecardboard.com,https://www.usecardboard.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.usecardboard.com/careers,company_careers_page,https://www.usecardboard.com/careers,5,2026-06-09T02:20:00Z,company_primary,First-party careers page is the authoritative live listing source.,company_careers_page,https://www.usecardboard.com/careers,5,2026-06-09T02:20:00Z,The first-party careers page lists the live roles and links to same-domain role pages with full JD content.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,/careers/<job_slug>,2026-06-09T02:20:00Z,Cardboard role detail pages expose the job description on the company domain.,
trycardinal-ai,Cardinal,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://trycardinal.ai/,https://trycardinal.ai/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:32:14Z,https://www.ycombinator.com/companies/trycardinal-ai/jobs,yc_jobs_page,https://www.ycombinator.com/companies/trycardinal-ai/jobs,4,2026-06-11T04:32:14Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/trycardinal-ai/jobs,4,2026-06-11T04:32:14Z,"Company site does not expose a public careers page or deterministic role list, while YC currently shows the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/trycardinal-ai/jobs/<job_slug>,2026-06-11T04:32:14Z,YC detail pages expose the live Cardinal role content.,
careforce,Careforce,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://careforce.ai/,https://careforce.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-11T04:32:14Z,https://careforce.ai/careers,company_careers_page,https://careforce.ai/careers,0,2026-06-11T04:32:14Z,yc_fallback,"Company careers page currently exposes generic team buckets with broken apply links to another YC company, so it is not a trustworthy live role list.",yc_jobs_page,https://www.ycombinator.com/companies/careforce/jobs,2,2026-06-11T04:32:14Z,"Company page is not a trustworthy freshness surface, so YC is kept only as the JD fallback for the currently visible roles.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/careforce/jobs/<job_slug>,2026-06-11T04:32:14Z,"Company page is not a trustworthy freshness surface, so YC is kept only as the JD fallback for the currently visible roles.",
cargo,Cargo,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://getcargo.io,https://www.getcargo.ai/jobs,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-11T04:17:43Z,https://www.getcargo.ai/jobs,yc_jobs_page,https://www.ycombinator.com/companies/cargo/jobs,2,2026-06-11T04:17:43Z,yc_primary,"First-party jobs page is an external GTM role aggregator, not Cargo's own live hiring surface. YC provides the current Cargo openings.",yc_jobs_page,https://www.ycombinator.com/companies/cargo/jobs,2,2026-06-11T04:17:43Z,"First-party jobs page is an external GTM role aggregator, not Cargo's own live hiring surface. YC provides the current Cargo openings.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/cargo/jobs/<job_slug>,2026-06-11T04:17:43Z,YC detail pages provide the role-level JD for the current opening set.,
carma,Carma,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.joincarma.com/,https://www.joincarma.com/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.joincarma.com/,yc_jobs_page,https://www.ycombinator.com/companies/carma/jobs,4,2026-06-09T02:20:00Z,yc_primary,"Current evidence indicates the company explicitly routes hiring traffic to YC, so YC is the authoritative public listing surface.",yc_jobs_page,https://www.ycombinator.com/companies/carma/jobs,4,2026-06-09T02:20:00Z,The company site routes hiring traffic to YC rather than exposing deterministic static role pages. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/carma/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
cascade-space,Cascade Space,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://cascade.space,https://cascade.space/careers/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://cascade.space/careers/,company_careers_page,https://cascade.space/careers/,1,2026-06-09T02:20:00Z,company_primary,First-party careers page is the authoritative live listing source.,company_careers_page,https://cascade.space/careers/,1,2026-06-09T02:20:00Z,The first-party careers page lists the live roles and links to same-domain role pages with full JD content.,full_jd_verified,html_detail_page,company_jobs_list_to_detail_pages,/careers/<job_slug>,2026-06-09T02:20:00Z,Cascade Space role detail pages expose the job description on the company domain.,
catchback-cards,CatchBack Cards,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://catchbackcards.com,https://catchbackcards.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://catchbackcards.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/catchback-cards/jobs,2,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/catchback-cards/jobs,2,2026-06-09T02:20:00Z,The company site does not expose a usable public jobs surface with JD content. YC provides the live role and JD detail page.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/catchback-cards/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail page exposes the role content publicly.,
cekura-ai,Cekura,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.cekura.ai/,https://www.cekura.ai/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.cekura.ai/,yc_jobs_page,https://www.ycombinator.com/companies/cekura-ai/jobs,6,2026-06-09T02:20:00Z,yc_primary,"Current evidence indicates the company explicitly routes hiring traffic to YC, so YC is the authoritative public listing surface.",yc_jobs_page,https://www.ycombinator.com/companies/cekura-ai/jobs,6,2026-06-09T02:20:00Z,The company site routes hiring traffic to YC rather than exposing deterministic static role pages. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/cekura-ai/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
celltype,CellType,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.celltype.com,https://www.celltype.com/open-positions/,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://www.celltype.com/open-positions/,yc_jobs_page,https://www.ycombinator.com/companies/celltype/jobs,4,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/celltype/jobs,4,2026-06-09T02:20:00Z,The company site does not expose a usable public jobs surface with JD content. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/celltype/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
centaur,Centaur,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://centaur.ai/,https://centaur.ai/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T02:20:00Z,https://centaur.ai/careers,yc_jobs_page,https://www.ycombinator.com/companies/centaur/jobs,6,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/centaur/jobs,6,2026-06-09T02:20:00Z,The company careers page does not expose deterministic static role detail pages in HTML. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/centaur/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
chariot-2,Chariot,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://givechariot.com/,https://www.givechariot.com/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,,,,,,2026-06-09T02:20:00Z,https://www.givechariot.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/chariot-2/jobs,10,2026-06-09T02:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/chariot-2/jobs,10,2026-06-09T02:20:00Z,"The company careers surface is a Notion JS shell in static HTML, so it is not a reliable deterministic JD source without browser rendering. YC provides the live roles and JD detail pages.",full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/chariot-2/jobs/<job_slug>,2026-06-09T02:20:00Z,YC detail pages expose the role content publicly.,
chasi,Chasi,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://chasi.ai/,https://chasi.ai/careers,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,dover,https://app.dover.com/jobs/chasi,chasi,https://app.dover.com/feed/v1/boards/chasi/jobs,live_jobs,2026-06-09T02:20:00Z,https://chasi.ai/careers,api_native,https://app.dover.com/feed/v1/boards/chasi/jobs,1,2026-06-09T02:20:00Z,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://app.dover.com/feed/v1/boards/chasi/jobs,1,2026-06-09T02:20:00Z,The company routes hiring traffic to a Dover board. The public Dover feed returns the live roles and full JD HTML.,full_jd_verified,html,api_field,jobs[].content,2026-06-09T02:20:00Z,Dover feed exposes the role data and JD HTML in jobs[].content.,
checkr,Checkr,yc,yc,yc_manual_job_source_audit,,,,,,,,,http://www.checkr.com,https://checkr.com/company/careers/open-careers,,yc_public_directory;yc_manual_source_audit,true,,greenhouse,https://boards.greenhouse.io/checkr,checkr,https://boards-api.greenhouse.io/v1/boards/checkr/jobs?content=true,live_jobs,2026-06-09T02:20:00Z,https://checkr.com/company/careers/open-careers,api_native,https://boards-api.greenhouse.io/v1/boards/checkr/jobs?content=true,58,2026-06-09T02:20:00Z,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://boards-api.greenhouse.io/v1/boards/checkr/jobs?content=true,58,2026-06-09T02:20:00Z,The first-party careers page exposes Greenhouse role links and the public Greenhouse API returns the live roles and full JD HTML.,full_jd_verified,html,api_field,jobs[].content,2026-06-09T02:20:00Z,Greenhouse API exposes the JD HTML in jobs[].content.,
chestnut,Chestnut,yc,yc,yc_manual_job_source_audit;yc_us_hiring_recheck_truth,,,,,,,,,https://chestnutmortgage.com/,https://app.dover.com/jobs/chestnut,,yc_public_directory;yc_manual_source_audit;yc_deep_recheck_truth,true,,dover,https://app.dover.com/jobs/chestnut,chestnut,https://app.dover.com/feed/v1/boards/chestnut/jobs,live_jobs,2026-06-09T02:20:00Z,https://app.dover.com/jobs/chestnut,api_native,https://app.dover.com/feed/v1/boards/chestnut/jobs,1,2026-06-09T02:20:00Z,api_primary,Public ATS/API feed is the authoritative live listing source.,api_native,https://app.dover.com/feed/v1/boards/chestnut/jobs,1,2026-06-09T02:20:00Z,The company routes hiring traffic to a Dover board. The public Dover feed returns the live roles and full JD HTML.,full_jd_verified,html,api_field,jobs[].content,2026-06-09T02:20:00Z,Dover feed exposes the role data and JD HTML in jobs[].content.,
chima,Chima,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://www.withchima.com/,https://www.withchima.com/careers,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T03:20:00Z,https://www.withchima.com/careers,yc_jobs_page,https://www.ycombinator.com/companies/chima/jobs,10,2026-06-09T03:20:00Z,yc_primary,"Current evidence indicates the company explicitly routes hiring traffic to YC, so YC is the authoritative public listing surface.",yc_jobs_page,https://www.ycombinator.com/companies/chima/jobs,10,2026-06-09T03:20:00Z,Company careers page lists role titles but routes Apply to YC rather than hosting the JD itself. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/chima/jobs/<job_slug>,2026-06-09T03:20:00Z,YC detail pages expose the role content publicly.,
circleback,Circleback,yc,yc,yc_manual_job_source_audit,,,,,,,,,https://circleback.ai,https://circleback.ai/jobs,,yc_public_directory;yc_manual_source_audit,true,,,,,,,2026-06-09T03:20:00Z,https://circleback.ai/jobs,yc_jobs_page,https://www.ycombinator.com/companies/circleback/jobs,8,2026-06-09T03:20:00Z,yc_primary,"No separate comparable public role list is exposed on the company surface, so YC is the authoritative public listing surface from current evidence.",yc_jobs_page,https://www.ycombinator.com/companies/circleback/jobs,8,2026-06-09T03:20:00Z,The company jobs page is client-rendered and static HTML only shows a Loading open roles shell. YC provides the live roles and JD detail pages.,full_jd_verified,html_detail_page,yc_jobs_list_to_detail_pages,/companies/circleback/jobs/<job_slug>,2026-06-09T03:20:00Z,YC detail pages expose the role content publicly.,
